Row Number,Customer ID,First Name,State,Gender,Age,Salary,Credit Score,Tenure,Balance,HasCrCard,Card Type,HasLoan,HasFD,Num Of Products,IsActiveMember,Exited,Complain,Count of Complains,Satisfaction Score,Point Earned,Preferred Channel
215,KA00215,Khushi,Karnataka,Female,29,100000,679,5,35404.78,0,Not Applicable,0,0,0,1,0,0,0,6,110,Email
216,MH00216,Sai,Maharashtra,Male,53,48000,693,4,187328,1,Gold,0,0,1,1,0,1,27,4,0,Email
217,DL00217,Yogesh,Delhi,Male,58,112000,679,2,148631.62,1,Gold,0,0,1,1,0,0,0,9,140,Email
218,MH00218,Komal,Maharashtra,Female,30,33000,794,6,192852.07,1,Silver,0,1,2,1,0,0,0,9,140,Mobile
219,TN00219,Arjun,Tamil Nadu,Male,67,141000,552,6,0,0,Not Applicable,0,0,0,0,1,1,9,2,0,Branch
220,KA00220,Naresh,Karnataka,Male,25,61000,722,5,172197.5,1,Gold,1,1,3,1,0,1,28,4,0,Mobile
221,KA00221,Ramesh,Karnataka,Male,39,38000,717,9,85980.82,1,Platinum,1,1,3,1,0,0,0,8,130,Mobile
222,DL00222,Sanjay,Delhi,Male,28,86000,687,3,126164.94,1,Platinum,0,0,1,1,0,1,3,6,110,Branch
223,TN00223,Pooja,Tamil Nadu,Female,46,143000,688,1,73822.83,0,Not Applicable,1,0,1,1,0,0,0,7,120,Mobile
224,DL00224,Ishaan,Delhi,Male,47,148000,764,5,145700.79,1,Silver,0,0,1,1,0,0,0,4,90,Email
225,MH00225,Mahesh,Maharashtra,Male,70,35000,544,1,46323.19,1,Silver,1,1,3,0,1,0,0,3,140,Mobile
226,KA00226,Sumit,Karnataka,Male,26,39000,713,2,75158.08,0,Not Applicable,0,0,0,1,0,0,0,4,90,Mobile
227,MH00227,Pankaj,Maharashtra,Male,53,67000,450,3,43531.69,1,Platinum,0,0,1,0,1,1,11,3,8,Email
228,KA00228,Neel,Karnataka,Male,56,196000,669,6,150361.27,1,Gold,0,1,2,1,0,0,0,9,140,Mobile
229,TN00229,Shivam,Tamil Nadu,Male,44,36000,748,5,138436.56,1,Gold,1,0,2,1,0,0,0,6,110,Mobile
230,DL00230,Rahul,Delhi,Male,55,140000,726,3,117146.06,1,Silver,0,0,1,1,0,1,11,9,68,Phone
231,MH00231,Manisha,Maharashtra,Female,50,174000,479,6,12651.32,1,Platinum,1,1,3,1,1,1,13,3,4,Email
232,KA00232,Naveen,Karnataka,Male,52,73000,698,6,236334.86,1,Platinum,0,0,1,1,0,0,0,7,120,Mobile
233,KA00233,Manish,Karnataka,Male,26,103000,650,1,0,1,Silver,1,0,2,1,0,0,0,9,140,Email
234,TN00234,Payal,Tamil Nadu,Female,44,186000,688,6,0,1,Platinum,0,1,2,1,0,0,0,10,150,Phone
235,DL00235,Madhuri,Delhi,Female,56,52000,759,9,191520.22,1,Gold,0,1,2,1,0,0,0,10,150,Email
236,KA00236,Yogesh,Karnataka,Male,61,25000,600,5,5171.71,1,Gold,0,0,1,0,1,1,25,6,10,Phone
237,DL00237,Ritika,Delhi,Female,33,47000,766,3,103294.32,1,Silver,1,1,3,1,0,1,15,6,30,Phone
238,WB00238,Anirudh,West Bengal,Male,25,144000,711,6,152152.33,1,Platinum,0,0,1,1,0,1,20,4,0,Mobile
239,WB00239,Bharat,West Bengal,Male,37,78000,804,9,142252.23,1,Platinum,0,1,2,1,0,0,0,6,110,Email
240,MH00240,Raj,Maharashtra,Male,35,197000,649,2,105800.03,1,Gold,0,1,2,1,0,0,0,9,140,Email
241,TN00241,Deepak,Tamil Nadu,Male,36,189000,735,1,209969.05,1,Platinum,0,0,1,1,0,0,0,10,150,Mobile
242,MH00242,Mahesh,Maharashtra,Male,50,107000,687,7,131423.6,1,Silver,0,0,1,1,0,0,0,9,140,Branch
243,MH00243,Geeta,Maharashtra,Female,47,88000,779,1,124579.89,1,Silver,0,1,2,1,0,1,19,4,2,Email
244,MH00244,Sandeep,Maharashtra,Male,59,60000,670,2,137192.88,1,Silver,0,1,2,1,0,0,0,6,110,Email
245,MH00245,Rekha,Maharashtra,Female,28,179000,668,5,198032.69,1,Silver,0,1,2,1,0,0,0,8,130,Email
246,TN00246,Rahul,Tamil Nadu,Male,54,33000,649,2,198622.07,1,Silver,0,0,1,1,0,0,0,4,90,Email
247,TN00247,Arvind,Tamil Nadu,Male,42,42000,635,4,115876.13,1,Platinum,0,0,1,1,0,0,0,5,100,Email
248,TN00248,Nitya,Tamil Nadu,Female,52,160000,673,4,147185.84,1,Gold,1,0,2,1,0,0,0,9,140,Email
249,MH00249,Ritik,Maharashtra,Male,53,32000,673,6,222055.53,1,Platinum,1,1,3,1,0,1,8,4,24,Mobile
250,MH00250,Yash,Maharashtra,Male,31,108000,693,1,135976,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
251,TN00251,Arjun,Tamil Nadu,Male,30,40000,715,1,0,1,Silver,0,1,2,1,0,0,0,4,90,Mobile
252,MH00252,Amit,Maharashtra,Male,52,111000,556,6,0,0,Not Applicable,1,0,1,0,1,0,0,2,70,Email
253,DL00253,Vivaan,Delhi,Male,38,77000,675,4,156946.18,1,Platinum,1,0,2,1,0,0,0,10,150,Phone
254,MH00254,Sheetal,Maharashtra,Female,52,25000,579,6,28427.61,0,Not Applicable,0,0,0,1,1,0,0,1,60,Mobile
255,TN00255,Poonam,Tamil Nadu,Female,47,171000,732,2,57715.37,1,Gold,0,1,2,1,0,0,0,6,110,Email
256,KA00256,Simran,Karnataka,Female,37,32000,706,5,110583.87,1,Gold,0,1,2,1,0,0,0,8,130,Mobile
257,MH00257,Suraj,Maharashtra,Male,57,51000,711,6,70867.07,1,Platinum,0,1,2,1,0,0,0,7,120,Email
258,KA00258,Simran,Karnataka,Female,43,172000,662,2,114638.84,1,Gold,0,1,2,1,0,1,8,4,24,Mobile
259,TN00259,Aarohi,Tamil Nadu,Female,80,146000,529,1,0,0,Not Applicable,0,0,0,0,1,0,0,5,50,Mobile
260,KA00260,Arjun,Karnataka,Male,79,21000,589,2,1230.9,0,Not Applicable,0,0,0,1,1,0,0,10,150,Phone
261,WB00261,Bharat,West Bengal,Male,55,66000,650,6,161684.61,1,Silver,0,1,2,1,0,0,0,5,100,Mobile
262,MH00262,Sunita,Maharashtra,Female,28,88000,685,5,213069.81,1,Gold,0,1,2,1,0,1,15,9,60,Mobile
263,DL00263,Ishita,Delhi,Female,37,117000,715,3,173809.71,1,Platinum,0,0,1,1,0,1,2,9,140,Mobile
264,WB00264,Yash,West Bengal,Male,54,157000,720,9,85100.69,0,Not Applicable,1,0,1,1,0,0,0,9,140,Mobile
265,DL00265,Jhanvi,Delhi,Female,31,165000,644,7,106430.35,1,Gold,0,1,2,1,0,0,0,6,110,Email
266,KA00266,Diya,Karnataka,Female,41,146000,680,5,107866.73,0,Not Applicable,1,0,1,1,0,0,0,9,140,Phone
267,MH00267,Swati,Maharashtra,Female,54,116000,695,2,92581.99,1,Gold,0,0,1,1,0,0,0,10,150,Email
268,TN00268,Jhanvi,Tamil Nadu,Female,44,78000,706,6,224813.58,0,Not Applicable,0,1,1,1,0,1,4,5,100,Mobile
269,DL00269,Ashok,Delhi,Male,68,104000,479,1,37114.61,0,Not Applicable,1,1,2,1,1,1,5,5,40,Email
270,KA00270,Aditi,Karnataka,Female,53,106000,529,3,0,0,Not Applicable,1,0,1,1,1,0,0,10,150,Email
271,MH00271,Harsh,Maharashtra,Male,56,19000,566,3,49606.78,1,Silver,1,0,2,0,1,1,25,6,70,Phone
272,MH00272,Mahesh,Maharashtra,Male,48,197000,699,4,24742.03,1,Gold,0,1,2,1,0,0,0,5,100,Branch
273,MH00273,Prakash,Maharashtra,Male,38,170000,745,9,39723.05,1,Silver,0,1,2,1,0,0,0,9,140,Phone
274,MH00274,Manish,Maharashtra,Male,50,134000,722,2,130591.76,1,Gold,0,0,1,1,0,0,0,4,90,Email
275,MH00275,Payal,Maharashtra,Female,78,16000,600,2,7788.66,1,Platinum,1,0,2,0,1,0,0,5,150,Phone
276,DL00276,Ishaan,Delhi,Male,26,137000,689,2,158857.93,1,Platinum,0,0,1,1,0,0,0,4,90,Phone
277,KA00277,Tina,Karnataka,Female,50,15000,600,3,0,1,Silver,0,0,1,0,1,1,18,1,0,Phone
278,KA00278,Vijay,Karnataka,Male,26,84000,734,3,92303.12,1,Gold,1,0,2,1,0,1,5,7,60,Mobile
279,MH00279,Vijay,Maharashtra,Male,54,19000,534,1,0,0,Not Applicable,0,0,0,1,1,1,11,5,28,Phone
280,MH00280,Sumit,Maharashtra,Male,38,74000,754,5,187102.66,1,Gold,0,1,2,1,0,0,0,9,140,Email
281,KA00281,Ritik,Karnataka,Male,56,172000,600,7,113405.99,1,Silver,0,0,1,1,0,0,0,5,100,Phone
282,DL00282,Rashmi,Delhi,Female,49,68000,691,3,121408.95,1,Gold,0,0,1,1,0,1,14,8,52,Mobile
283,MH00283,Suresh,Maharashtra,Male,26,103000,655,8,158389.79,1,Gold,0,0,1,1,0,1,10,6,40,Mobile
284,MH00284,Vaishnavi,Maharashtra,Female,27,115000,600,3,110389.87,1,Silver,0,0,1,1,0,1,18,9,54,Mobile
285,MH00285,Krishna,Maharashtra,Male,44,66000,726,2,179584.99,1,Platinum,0,1,2,1,0,1,19,5,12,Email
286,TN00286,Meera,Tamil Nadu,Female,36,121000,721,2,22678.4,1,Silver,1,1,3,1,0,0,0,4,90,Phone
287,DL00287,Mahesh,Delhi,Male,61,169000,575,2,1238.24,0,Not Applicable,0,0,0,0,1,1,8,5,0,Phone
288,DL00288,Sonia,Delhi,Female,54,84000,772,10,79091.12,1,Silver,0,0,1,1,0,0,0,8,130,Phone
289,TN00289,Ravi,Tamil Nadu,Male,30,74000,631,4,190036.78,1,Silver,0,1,2,1,0,0,0,8,130,Mobile
290,MH00290,Naveen,Maharashtra,Male,53,129000,729,2,72978.01,1,Silver,1,1,3,1,0,0,0,10,150,Phone
291,MH00291,Suresh,Maharashtra,Male,26,47000,779,4,79610.57,1,Platinum,0,1,2,1,0,0,0,8,130,Email
292,TN00292,Mohan,Tamil Nadu,Male,50,133000,740,3,33899.13,1,Silver,0,1,2,1,0,1,5,8,70,Mobile
293,KA00293,Tina,Karnataka,Female,37,81000,737,6,212793,1,Silver,0,1,2,1,0,0,0,8,130,Mobile
294,KA00294,Vihaan,Karnataka,Male,51,34000,713,7,58848.37,1,Platinum,0,0,1,1,0,1,12,10,76,Mobile
295,TN00295,Meenal,Tamil Nadu,Female,59,36000,645,10,61637.35,1,Gold,0,0,1,1,0,0,0,7,120,Mobile
296,MH00296,Geeta,Maharashtra,Female,60,123000,771,10,160929.5,1,Gold,0,0,1,1,0,0,0,8,130,Email
297,TN00297,Geeta,Tamil Nadu,Female,36,33000,662,3,238946.85,0,Not Applicable,0,0,0,1,0,0,0,4,90,Email
298,MH00298,Meera,Maharashtra,Female,79,152000,501,2,15535.77,1,Silver,0,0,1,0,1,1,20,6,20,Branch
299,KA00299,Vihaan,Karnataka,Male,36,99000,600,9,48027.53,1,Gold,0,1,2,1,0,0,0,6,110,Mobile
300,MH00300,Deepak,Maharashtra,Male,31,61000,765,1,235581.85,1,Gold,0,1,2,1,0,0,0,5,100,Email
301,TN00301,Yogesh,Tamil Nadu,Male,38,182000,695,4,0,1,Gold,1,0,2,1,0,0,0,5,100,Email
302,WB00302,Swati,West Bengal,Female,52,111000,644,10,22121.77,1,Silver,0,1,2,1,0,0,0,6,110,Branch
303,MH00303,Krishna,Maharashtra,Male,52,,508,1,23611.32,1,Silver,0,0,1,0,1,0,0,9,140,Branch
304,TN00304,Ritik,Tamil Nadu,Male,60,59000,766,6,79002.69,1,Gold,0,1,2,1,0,0,0,4,90,Email
305,KA00305,Anirudh,Karnataka,Male,36,32000,708,6,67189.52,1,Platinum,0,1,2,1,0,0,0,5,100,Mobile
306,KA00306,Vaishnavi,Karnataka,Female,42,129000,600,8,168398.43,1,Platinum,1,1,3,1,0,0,0,9,140,Mobile
307,MH00307,Payal,Maharashtra,Female,49,84000,672,1,0,1,Gold,0,1,2,1,0,0,0,8,130,Phone
308,TN00308,Rekha,Tamil Nadu,Female,41,132000,661,2,155757.86,1,Silver,0,1,2,1,0,0,0,10,150,Phone
309,TN00309,Ishaan,Tamil Nadu,Male,46,150000,671,3,79534.72,1,Platinum,0,1,2,1,0,0,0,10,150,Phone
310,TN00310,Naveen,Tamil Nadu,Male,59,62000,643,5,31957,1,Gold,1,0,2,1,0,0,0,5,100,Email
311,MH00311,Tanisha,Maharashtra,Female,27,108000,676,5,22617.86,1,Gold,0,0,1,1,0,0,0,10,150,Mobile
312,MH00312,Harsh,Maharashtra,Male,34,52000,610,3,16499.47,1,Silver,0,0,1,1,0,0,0,10,150,Mobile
313,WB00313,Divya,West Bengal,Female,51,108000,625,10,164537.91,0,Not Applicable,0,0,0,1,0,0,0,8,130,Phone
314,TN00314,Ritik,Tamil Nadu,Male,42,105000,745,4,135807.11,1,Gold,0,0,1,1,0,1,20,6,20,Email
315,MH00315,Arjun,Maharashtra,Male,29,105000,707,8,147321.27,0,Not Applicable,0,1,1,1,0,0,0,4,90,Mobile
316,KA00316,Rekha,Karnataka,Female,55,52000,729,3,0,0,Not Applicable,0,0,0,1,0,0,0,4,90,Email
317,MH00317,Pankaj,Maharashtra,Male,78,197000,516,10,47344.01,1,Platinum,0,0,1,0,1,0,0,8,130,Phone
318,MH00318,Krishna,Maharashtra,Male,76,156000,546,1,0,1,Platinum,0,0,1,0,1,0,0,9,140,Branch
319,MH00319,Vihaan,Maharashtra,Male,70,178000,585,1,31594.01,1,Platinum,0,0,1,1,1,1,6,6,48,Email
320,MH00320,Tarun,Maharashtra,Male,80,152000,482,2,14202.92,1,Silver,0,0,1,0,1,0,0,5,100,Mobile
321,MH00321,Payal,Maharashtra,Female,25,172000,701,6,148901.55,1,Gold,0,0,1,1,0,1,5,4,30,Mobile
322,MH00322,Aarohi,Maharashtra,Female,27,187000,659,4,159094.37,1,Gold,0,1,2,1,0,0,0,10,150,Email
323,MH00323,Sai,Maharashtra,Male,35,126000,698,7,246181.47,1,Platinum,0,1,2,1,0,0,0,6,110,Mobile
324,WB00324,Naresh,West Bengal,Male,56,170000,763,8,55654.7,1,Silver,0,1,2,1,0,0,0,5,100,Mobile
325,TN00325,Ritik,Tamil Nadu,Male,60,108000,675,3,173841.08,1,Silver,0,1,2,1,0,0,0,4,90,Mobile
326,MH00326,Neel,Maharashtra,Male,57,169000,753,9,222890.26,1,Silver,0,0,1,1,0,0,0,5,100,Mobile
327,DL00327,Pallavi,Delhi,Female,41,35000,676,8,161962.88,1,Gold,1,0,2,1,0,0,0,4,90,Phone
328,WB00328,Komal,West Bengal,Female,42,195000,814,10,249844.07,1,Gold,0,0,1,1,0,0,0,4,90,Branch
329,WB00329,Sumit,West Bengal,Male,54,101000,732,6,0,1,Gold,0,0,1,1,0,1,12,9,66,Mobile
330,MH00330,Manish,Maharashtra,Male,26,92000,666,6,117012.79,1,Silver,0,1,2,1,0,0,0,8,130,Mobile
331,MH00331,Kavita,Maharashtra,Female,30,35000,721,7,69711.3,0,Not Applicable,1,0,1,1,0,0,0,8,130,Email
332,MH00332,Vihaan,Maharashtra,Male,58,120000,600,1,17168.89,0,Not Applicable,0,0,0,0,1,1,30,4,0,Email
333,KA00333,Neel,Karnataka,Male,50,107000,675,6,109750.67,1,Platinum,0,0,1,1,0,0,0,8,130,Phone
334,TN00334,Vikas,Tamil Nadu,Male,51,29000,496,3,35934.96,1,Silver,0,1,2,0,1,1,12,2,16,Email
335,TN00335,Aarav,Tamil Nadu,Male,49,189000,654,4,0,1,Platinum,0,0,1,1,0,1,3,10,150,Mobile
336,KA00336,Shruti,Karnataka,Female,33,101000,805,1,79464.73,1,Silver,0,1,2,1,0,1,7,7,56,Mobile
337,TN00337,Bhavya,Tamil Nadu,Female,53,76000,660,3,97867.15,1,Platinum,0,1,2,1,0,0,0,5,100,Email
338,KA00338,Mohan,Karnataka,Male,71,12000,502,1,6701.24,0,Not Applicable,0,1,1,0,1,0,0,5,100,Branch
339,DL00339,Tanmay,Delhi,Male,54,74000,713,2,105917.92,0,Not Applicable,0,0,0,1,0,0,0,8,130,Phone
340,MH00340,Naveen,Maharashtra,Male,44,177000,635,3,60446.07,1,Platinum,0,0,1,1,0,0,0,4,90,Email
341,MH00341,Ritika,Maharashtra,Female,27,176000,730,2,141259.72,1,Platinum,1,1,3,1,0,0,0,10,150,Mobile
342,TN00342,Yogesh,Tamil Nadu,Male,67,96000,558,4,34837.74,0,Not Applicable,1,0,1,1,1,1,8,4,24,Phone
343,MH00343,Pankaj,Maharashtra,Male,39,88000,768,7,96094.48,1,Platinum,0,0,1,1,0,0,0,7,120,Email
344,MH00344,Mahesh,Maharashtra,Male,51,82000,701,10,90170.93,1,Gold,0,0,1,1,0,1,29,7,12,Mobile
345,TN00345,Bharat,Tamil Nadu,Male,45,71000,695,2,76227.72,1,Silver,1,0,2,1,0,0,0,9,140,Mobile
346,KA00346,Prakash,Karnataka,Male,38,70000,718,3,55356.56,1,Silver,0,0,1,1,0,1,24,5,2,Mobile
347,MH00347,Kartik,Maharashtra,Male,33,154000,743,1,102013.09,0,Not Applicable,0,0,0,1,0,1,13,7,44,Phone
348,MH00348,Anirudh,Maharashtra,Male,28,164000,640,4,121929.9,1,Silver,1,0,2,1,0,1,18,8,44,Phone
349,KA00349,Tanmay,Karnataka,Male,63,74000,600,1,6802.81,1,Platinum,1,0,2,0,1,1,13,1,0,Mobile
350,MH00350,Manish,Maharashtra,Male,41,153000,703,8,12402.5,0,Not Applicable,0,1,1,1,0,0,0,5,100,Mobile
351,DL00351,Ishita,Delhi,Female,30,174000,680,1,234995.48,1,Gold,1,1,3,1,0,0,0,10,150,Phone
352,TN00352,Suraj,Tamil Nadu,Male,52,189000,688,3,173628.52,0,Not Applicable,0,1,1,1,0,1,2,9,140,Mobile
353,DL00353,Dinesh,Delhi,Male,52,141000,702,6,51879.64,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
354,KA00354,Ramesh,Karnataka,,49,97000,600,5,224049.55,1,Platinum,0,1,2,1,0,1,28,6,4,Phone
355,TN00355,Vihaan,Tamil Nadu,Male,67,173000,550,4,0,1,Silver,0,0,1,0,1,0,0,9,140,Branch
356,MH00356,Nandini,Maharashtra,Female,51,82000,761,1,43988.14,1,Gold,0,1,2,1,0,0,0,6,110,Phone
357,DL00357,Kunal,Delhi,Male,73,175000,545,4,8180.82,1,Silver,0,1,2,0,1,0,0,9,230,Email
358,WB00358,Ishita,West Bengal,Female,45,63000,698,1,132282.13,1,Platinum,0,1,2,1,0,0,0,10,150,Mobile
359,WB00359,Vihaan,West Bengal,Male,50,43000,773,10,164857.03,1,Gold,0,1,2,1,0,0,0,4,90,Branch
360,MH00360,Suraj,Maharashtra,Male,56,20000,526,3,22910.24,1,Silver,0,1,2,0,1,1,30,4,20,Mobile
361,TN00361,Rashmi,Tamil Nadu,Female,33,182000,721,2,0,1,Silver,0,0,1,1,0,0,0,4,90,Phone
362,KA00362,Ashok,Karnataka,Male,46,175000,638,1,162100.98,1,Silver,0,0,1,1,0,0,0,4,90,Phone
363,MH00363,Sneha,Maharashtra,Female,68,96000,528,7,2389.07,1,Platinum,0,0,1,0,1,0,0,9,140,Phone
364,MH00364,Neel,Maharashtra,Male,29,114000,701,10,128295.11,1,Gold,0,1,2,1,0,1,6,4,28,Branch
365,DL00365,Ishita,Delhi,Female,32,36000,747,10,79159.49,1,Silver,1,1,3,1,0,0,0,5,100,Mobile
366,MH00366,Ashok,Maharashtra,Male,54,191000,816,8,178558,0,Not Applicable,0,1,1,1,0,0,0,9,140,Branch
367,KA00367,Khushi,Karnataka,Female,36,173000,712,4,242905.25,1,Silver,0,1,2,1,0,1,17,5,16,Mobile
368,TN00368,Om,Tamil Nadu,Male,49,45000,650,1,58282.06,1,Gold,0,1,2,1,0,0,0,4,90,Mobile
369,WB00369,Arjun,West Bengal,Male,58,111000,702,6,60260.24,1,Platinum,0,0,1,1,0,0,0,4,90,Mobile
370,DL00370,Ankit,Delhi,Male,26,182000,771,4,12183.56,1,Platinum,1,0,2,1,0,0,0,5,100,Mobile
371,MH00371,Arjun,Maharashtra,Male,57,152000,706,2,135239.41,1,Gold,1,0,2,1,0,0,0,7,120,Phone
372,KA00372,Meenal,Karnataka,Female,46,31000,845,1,144427.84,1,Silver,0,0,1,1,0,1,2,5,100,Branch
373,MH00373,Ritik,Maharashtra,Male,49,165000,732,8,108472.89,1,Silver,1,1,3,1,0,0,0,9,140,Email
374,TN00374,Kavita,Tamil Nadu,Female,61,27000,562,2,27534.52,1,Platinum,1,0,2,0,1,0,0,10,250,Phone
375,MH00375,Rohan,Maharashtra,Male,71,27000,598,10,5661.56,1,Silver,0,0,1,1,1,0,0,10,150,Branch
376,TN00376,Suman,Tamil Nadu,Female,48,115000,786,6,0,1,Gold,0,0,1,1,0,0,0,9,140,Phone
377,MH00377,Aditi,Maharashtra,Female,39,92000,679,1,45946.51,1,Platinum,0,0,1,1,0,0,0,7,120,Phone
378,MH00378,Sheetal,Maharashtra,Female,79,38000,590,1,2082.2,1,Platinum,0,0,1,0,1,1,5,1,0,Mobile
379,TN00379,Ankit,Tamil Nadu,Male,52,143000,648,3,172489.08,0,Not Applicable,0,0,0,1,0,0,0,5,100,Mobile
380,MH00380,Aditya,Maharashtra,Male,25,68000,732,7,64557.3,1,Silver,0,1,2,1,0,1,7,9,76,Mobile
381,TN00381,Gopal,Tamil Nadu,Male,43,89000,769,1,203742.8,1,Gold,0,0,1,1,0,1,2,4,90,Mobile
382,WB00382,Sai,West Bengal,Male,77,21000,568,6,44110.29,1,Silver,0,0,1,1,1,0,0,1,60,Mobile
383,WB00383,Suresh,West Bengal,Male,50,168000,535,1,27989.79,1,Silver,0,0,1,0,1,1,16,3,0,Phone
384,TN00384,Jyoti,Tamil Nadu,Female,67,124000,534,7,15796.79,1,Silver,0,0,1,1,1,0,0,1,60,Phone
385,MH00385,Suraj,Maharashtra,Male,41,171000,665,1,138499.2,1,Gold,0,0,1,1,0,0,0,8,130,Mobile
386,DL00386,Vijay,Delhi,Male,53,27000,552,3,35489.25,1,Platinum,0,0,1,1,1,1,13,4,14,Mobile
387,DL00387,Rahul,Delhi,Male,34,173000,767,1,182607.93,1,Gold,0,1,2,1,0,0,0,5,100,Mobile
388,WB00388,Neha,West Bengal,Female,30,179000,624,4,248097.94,1,Gold,0,1,2,1,0,0,0,10,150,Mobile
389,MH00389,Shivam,Maharashtra,Male,59,76000,780,3,114322.76,1,Silver,1,0,2,1,0,0,0,9,140,Phone
390,MH00390,Zoya,Maharashtra,Female,66,13000,524,1,25534.15,1,Silver,0,0,1,0,1,0,0,4,90,Mobile
391,MH00391,Jyoti,Maharashtra,Female,46,95000,734,8,26725.77,1,Silver,0,0,1,1,0,0,0,5,100,Branch
392,MH00392,Bharat,Maharashtra,Male,28,46000,669,6,165796.95,1,Silver,0,1,2,1,0,0,0,9,140,Mobile
393,KA00393,Kunal,Karnataka,Male,37,151000,714,5,0,1,Silver,0,1,2,1,0,0,0,4,90,Email
394,MH00394,Aditi,Maharashtra,Female,40,140000,712,2,239435.21,1,Platinum,0,0,1,1,0,0,0,8,130,Phone
395,TN00395,Shivam,Tamil Nadu,Male,55,172000,599,1,41396.25,1,Gold,1,1,3,0,1,0,0,3,140,Phone
396,TN00396,Kavita,Tamil Nadu,Female,25,37000,719,5,170088.85,0,Not Applicable,0,0,0,1,0,1,17,9,56,Mobile
397,TN00397,Ishaan,Tamil Nadu,Male,44,124000,718,4,67923.93,1,Silver,0,0,1,1,0,0,0,4,90,Email
398,MH00398,Jyoti,Maharashtra,Female,48,76000,643,1,150586.79,1,Platinum,0,0,1,1,0,0,0,4,90,Mobile
399,KA00399,Tarun,Karnataka,Male,49,114000,751,2,220780.59,1,Platinum,0,1,2,1,0,1,1,5,100,Branch
400,WB00400,Raj,West Bengal,Male,38,34000,734,4,68150.4,0,Not Applicable,0,1,1,1,0,0,0,7,120,Email
401,KA00401,Mohan,Karnataka,Male,47,45000,670,3,14406.01,1,Gold,0,1,2,1,0,1,20,4,0,Mobile
402,KA00402,Neha,Karnataka,Female,55,11000,474,1,0,0,Not Applicable,0,0,0,0,1,1,20,5,0,Phone
403,WB00403,Naresh,West Bengal,Male,69,112000,516,2,28594.88,1,Silver,1,0,2,1,1,1,18,1,0,Branch
404,MH00404,Arjun,Maharashtra,Male,47,142000,751,3,57387.72,0,Not Applicable,0,0,0,1,0,0,0,5,100,Phone
405,DL00405,Aarav,Delhi,Male,57,84000,752,6,74883.66,0,Not Applicable,0,1,1,1,0,0,0,5,100,Email
406,TN00406,Divya,Tamil Nadu,Female,30,47000,634,3,125923.39,0,Not Applicable,0,0,0,1,0,0,0,5,100,Mobile
407,MH00407,Gopal,Maharashtra,Male,53,116000,600,3,130464.54,1,Gold,0,1,2,1,0,1,7,4,26,Email
408,MH00408,Suman,Maharashtra,Female,34,166000,605,1,54059.11,1,Gold,0,1,2,1,0,0,0,10,150,Phone
409,DL00409,Krishna,Delhi,Male,66,21000,530,6,5500.89,1,Platinum,0,1,2,0,1,1,30,1,0,Branch
410,KA00410,Arjun,Karnataka,Male,31,85000,662,4,23440.55,1,Platinum,0,1,2,1,0,0,0,5,100,Mobile
411,KA00411,Ramesh,Karnataka,Male,65,194000,599,8,3962.48,0,Not Applicable,0,0,0,0,1,0,0,2,50,Email
412,MH00412,Zoya,Maharashtra,Female,49,192000,672,2,136599.03,0,Not Applicable,0,0,0,1,0,0,0,10,150,Mobile
413,TN00413,Ashok,Tamil Nadu,Male,43,172000,600,2,75929.21,0,Not Applicable,1,0,1,1,0,0,0,5,100,Email
414,DL00414,Shivam,Delhi,Male,73,14000,539,3,47445.81,0,Not Applicable,0,0,0,1,1,1,29,3,0,Phone
415,KA00415,Ishaan,Karnataka,Male,78,103000,488,2,0,1,Platinum,1,0,2,1,1,1,4,1,60,Phone
416,DL00416,Ravi,Delhi,Male,59,179000,665,6,192511.51,0,Not Applicable,0,1,1,1,0,0,0,6,110,Email
417,TN00417,Arjun,Tamil Nadu,Male,40,73000,714,4,81601.06,1,Gold,1,1,3,1,0,0,0,5,100,Branch
418,KA00418,Aditi,Karnataka,Female,57,122000,733,9,111713.96,1,Gold,1,0,2,1,0,0,0,9,140,Mobile
419,KA00419,Sandeep,Karnataka,Male,36,104000,604,5,128965.78,1,Silver,1,1,3,1,0,0,0,6,110,Email
420,MH00420,Tanmay,Maharashtra,Male,59,40000,600,6,0,1,Silver,1,0,2,0,1,0,0,4,130,Mobile
421,MH00421,Neel,Maharashtra,Male,43,174000,662,1,118169.45,1,Gold,0,0,1,1,0,0,0,7,120,Email
422,TN00422,Arvind,Tamil Nadu,Male,53,134000,653,10,240571.54,1,Platinum,0,0,1,1,0,1,12,7,46,Phone
423,DL00423,Payal,Delhi,Female,29,154000,600,3,140603.96,1,Platinum,1,1,3,1,0,1,13,7,44,Email
424,WB00424,Seema,West Bengal,Female,46,144000,715,5,28801.17,1,Gold,0,1,2,1,0,0,0,4,90,Phone
425,MH00425,Farah,Maharashtra,Female,50,79000,634,6,0,1,Gold,0,0,1,1,0,0,0,6,110,Phone
426,KA00426,Alka,Karnataka,Female,27,69000,712,3,163715.99,1,Platinum,1,1,3,1,0,0,0,4,90,Mobile
427,TN00427,Tarun,Tamil Nadu,Male,51,100000,528,6,0,1,Silver,1,0,2,1,1,0,0,10,150,Email
428,TN00428,Rahul,Tamil Nadu,Male,56,172000,772,4,93900.45,1,Gold,0,1,2,1,0,0,0,5,100,Email
429,MH00429,Aarohi,Maharashtra,Female,79,155000,600,4,0,0,Not Applicable,1,0,1,0,1,0,0,2,70,Mobile
